authors,ratings,comments
kushal bhowmick96,5.0,"Where to start ???.... what to say??
I have seen this series during my colleague 1st year i guess(2015), yeah you guys have read it correct, 21 years after it was first aired. There is not a single thing not good about this series from the plot  to the characters to the story,sarcasm,emotions...etc etc, everything is beyond ""woww!!"".Its just a masterpiece in one word i would say, if you watch after say 20 years(from the time i m writing this review),you will feel the same laughter as you have before by knowing the jokes already!!"
dhriti prasad,4.0,"I love friends. With that said, let's face it, some of the episodes aren't immune to time. There are some pretty trans and homophobic jokes and a lot of body shaming, which doesn't fly in this time period, but with all that aside, I think it's a great sitcom and it's definitely a must-watch.
The characters are memorable, most of the jokes, if not all, are hilarious, and all in all, it's great fun."
Andi Daci,5.0,this is such a good show words cant explain how good it is i have rewatched it a couple thousand times and every time its the best everyone should watch this show im a kid and love it do much every character has something funny and unique about them and they always know when to make jokes this by FAR THE BST SHOW EVER NO CAN BEAT F.R.I.E.N.D.S.
Aarti Jindal,5.0,"One of my most favorite shows. Its my to go show anytime, anywhere no matter what the mood is. Just can't get enough of it. Its like an addiction but in such a good way<3"
Kanishk Goswami,5.0,"To all the Haters who call F.R.I.E.N.D.S ""overrated"" or ""overhyped"" or lame or old humour.....
Just check the Netflix top 10 everyday, EVERY SINGLE DAY!!! and boom! What do you find? F.R.I.E.N.D.S is right up there. In your face!

And one more thing!
Laugh tracks are not compulsory to make a show funny, but it damn straight doesnt reduce its hilarious level. Rather it is a helpful boost.

F.R.I.E.N.D.S>>>>>>Any other series ever made"
marzan ahsan 6,5.0,"This series is awesome everytime, everyday i watch i love it #friendstvshow
1.Chandler bing so funny, smart, awesome i make joke when I'm unfortable 
2.Monica geller so beautiful, smart clean I know 
3.Joey tribbiani so smart, so acting   how you doin
4.Rachel green so good, smart outfits we were on a break 
5.Ross geller so awesome, smart love acting we were on a break
6.Phoebe buffay smelly cat , smelly cat it's not your fault  😅❤️😎😅😻"
Arvind V,0.0,"The best show I have watched ever... It is one of the top 10 shows that u watch before u die...

The best reasons why to watch are:
1. It's extremely comedy
2. It's emotional and makes u also emotional 
3. It teaches u about life and friendship

The only reason why u should not watch this show is It's addictive and makes u wanna watch this over and over again...it also makes u cry in the last episode..."
Adwait Datar,5.0,"Theres no words to express my feelings to this show..just watched the last episode of friends and cried a hell out in my room..it was the the most emotional feeling happened in my entire life till now..please watch this series..this is not just the series,its Love..thanks friends for making my quarantine cheerful and happy..it would change your life..still tears falling apart from my eyes..i cant believe am never gonna see them again in the coffee shop😭😭😭"
Aatman Modi,5.0,This is the funniest TV show I have watched till date. I don't have enough words to tell how fantastic this show is. I think everyone should see this show atleast once in their lifetime. IT CAN'T BE MISSED !!!
Paige Barker,5.0,This show is amazing it is really funny and sweet it is an amazing siccom I’ve been watching this show for I can’t even remember well since I was born my mom watched it when I was a baby and so did I ig but this show is amazing. I glad you guys took the time to read this and hope you have amazing day and a great week bai
Màrgaret Jensen,0.0,"Friends was a superficial sitcom full of pretty people. It wasn't even worth
 watching. I got tired of Phoebe's (Lida Kudrow) really bad singing. And 
revolving door of boyfriend 's. Monica's (Courteney Cox) OCD. Ross's
(David Schwimmer) constant whining.Joey's (Matt LeBlanc) black book of
girlfriend's. And Chandler's (Matthew Perry) whining about his childhood.
None of these things make a good show. I do feel bad for three of these
stars and they Matthew, Courteney, and David. Because they have not done
anything since this show as been cancelled. The other three have been
getting all the brakes. And the others are just as good."
Matthew Leonardi,5.0,"My Favourite show, you can watch re-runs, and re-runs, and re-runs, till the point you know what will happen in each episode. This makes Friends an amazing show, a plot that viewers will constantly love, comedy that makes everyone in the room smile, and an amazing cast choice, they could have never found any 6 people more amazing for the show. Hopefully there will be more in the future, even though its cancelled"
Not the One,1.0,"After nearly 20 years friends is back with the same tired  lame show plots and a continued racist approach to entertainment, after all this time the cast and its writers and studio still have not found a black person or even a person of color that they can call a friend,  and we wonder why we have this pervasive racism in this country. This is also the same reason we have cops in this country feeling like they are all Billy and Betty bad ass,these studios, writers, and actors all support this racist view point that they keep shoving down the American publics throat. This show is a microcosm of all that is wrong with American entertainment, Friends deserves a negative 5 star rating but it's not an available option"
Anomitro Paul,5.0,FRIENDS is the best sitcom everrr. it makes me laugh so much like it cannot be described in words. last episode makes me cry so much that i end it with the first episode so it makes me happy again. Chandler is my favourite character. His humor is like 😂😂
Soolmaz Abbasi,5.0,"The best ever...,
Nothing could take it’s place..
Whenever you feel bad or depressed u can feel good by watching just one episode of friends.. u can be in love with every single one of them and enjoy remembering them 👍🏻👍🏻They really did a fantastic job by creating this show"
Brandy Brothers,5.0,"Came here tonight to celebrate my Prophetess birthday! We had such a great time. Jess is the best waitress & servant! Great drinks, great vibe, and what a good time we had! I think I’ve found my hang out spot!!!"
Clara Anderson,5.0,I am 11 I have been watching this show back to back since I was eight. I think it's an amazing show with funny unique qualities it brings out your personality and your emotions great to watch with family friends and even strangers because it can bring you together it's usually PG-TV-14 so if your kids are old enough and love shows like these definitely get them into a very lovable show!
Sam Eisa,5.0,I watched this show bc of all the hype and i knew that is was gonna be funny but I wasnt sure if i liked it but I LOVE THIS SHOW it is so good and so funny i havent finished it yet but i know i will in the future if ur looking to brighten up your day watch this show its honestly one of my fave shows on netflix :)
